,Clase de la via,Particula de la via,Nombre de la via,Codigo de vía,Distritos atravesados,Literal completo del vial 
8101,CALLE                   ,DEL   ,TOMILLO                                         ,745501,9.0,CALLE DEL TOMILLO                                              
8102,CALLE                   ,DEL   ,TOPACIO                                         ,745600,17.0,CALLE DEL TOPACIO                                              
8103,CALLE                   ,DE    ,TOPETE                                          ,745700,6.0,CALLE DE TOPETE                                                
8104,CALLE                   ,DEL   ,TORCAL                                          ,745800,12.0,CALLE DEL TORCAL                                               
8105,CALLE                   ,DE    ,TORDEGRILLOS                                    ,745900,17.0,CALLE DE TORDEGRILLOS                                          
8106,CALLE                   ,DE    ,TORDESILLAS                                     ,746000,11.0,CALLE DE TORDESILLAS                                           
8107,CALLE                   ,DEL   ,TORDO                                           ,746100,11.0,CALLE DEL TORDO                                                
8108,CALLE                   ,DEL   ,TORERO                                          ,746400,12.0,CALLE DEL TORERO                                               
8109,AVENIDA                 ,DE LOS,TOREROS                                         ,746500,4.0,AVENIDA DE LOS TOREROS                                         
8110,CALLE                   ,DE    ,VERACRUZ                                        ,746600,5.0,CALLE DE VERACRUZ                                              
8111,CALLE                   ,DE    ,TORIJA                                          ,746800,1.0,CALLE DE TORIJA                                                
8112,CALLE                   ,DEL   ,TORMES                                          ,747000,5.0,CALLE DEL TORMES                                               
8113,CALLE                   ,DEL   ,TORNADO                                         ,747075,21.0,CALLE DEL TORNADO                                              
8114,CALLE                   ,DE LA ,TORNILLERIA                                     ,747100,20.0,CALLE DE LA TORNILLERÍA                                        
8115,CALLE                   ,DEL   ,TORO                                            ,747200,1.0,CALLE DEL TORO                                                 
8116,CALLE                   ,DE LA ,TORONGA                                         ,747300,16.0,CALLE DE LA TORONGA                                            
8117,CALLE                   ,DE    ,TORPEDERO TUCUMAN                               ,747500,5.0,CALLE DE TORPEDERO TUCUMÁN                                     
8118,CALLE                   ,DE    ,TORQUEMADA                                      ,747510,16.0,CALLE DE TORQUEMADA                                            
8119,CALLE                   ,DE    ,TORRE ARIAS                                     ,747800,20.0,CALLE DE TORRE ARIAS                                           
8120,CALLE                   ,DE    ,TORREADRADA                                     ,747950,9.0,CALLE DE TORREADRADA                                           
8121,CALLE                   ,DE    ,TORREBELEÑA                                     ,748000,8.0,CALLE DE TORREBELEÑA                                           
8122,CALLE                   ,DE LA ,TORRECILLA DEL LEAL                             ,748200,1.0,CALLE DE LA TORRECILLA DEL LEAL                                
8123,CALLE                   ,DE LA ,TORRECILLA DEL PUERTO                           ,748300,15.0,CALLE DE LA TORRECILLA DEL PUERTO                              
8124,CALLE                   ,DE    ,TORREGALINDO                                    ,748400,5.0,CALLE DE TORREGALINDO                                          
8125,CALLE                   ,DE    ,TORREGROSA                                      ,748500,16.0,CALLE DE TORREGROSA                                            
8126,CALLE                   ,DE    ,TORRELAGUNA                                     ,748600,15.0,CALLE DE TORRELAGUNA                                           
8127,CALLE                   ,DE    ,TORRELARA                                       ,748700,5.0,CALLE DE TORRELARA                                             
8128,PLAZA                   ,DE    ,TORRELODONES                                    ,748800,5.0,PLAZA DE TORRELODONES                                          
8129,CALLE                   ,DE    ,TORREMOLINOS                                    ,748950,13.0,CALLE DE TORREMOLINOS                                          
8130,CALLE                   ,DE    ,TORRES                                          ,749100,6.0,CALLE DE TORRES                                                
8131,CALLE                   ,DE    ,TORRES MIRANDA                                  ,749200,2.0,CALLE DE TORRES MIRANDA                                        
8132,CALLE                   ,DEL   ,INGENIERO TORRES QUEVEDO                        ,749300,1.0,CALLE DEL INGENIERO TORRES QUEVEDO                             
8133,CALLE                   ,DE    ,TORREVIEJA                                      ,749375,17.0,CALLE DE TORREVIEJA                                            
8134,CALLE                   ,DE    ,TORRIJOS                                        ,749400,6.0,CALLE DE TORRIJOS                                              
8135,CALLE                   ,DE    ,TORROX                                          ,749500,12.0,CALLE DE TORROX                                                
8136,CALLE                   ,DE    ,TORTAJADA                                       ,749700,17.0,CALLE DE TORTAJADA                                             
8137,CALLE                   ,DE LA ,TORTOLA                                         ,749800,11.0,CALLE DE LA TÓRTOLA                                            
8138,CALLE                   ,DE    ,TORTOSA                                         ,749900,2.0,CALLE DE TORTOSA                                               
8139,PASAJE                  ,DE    ,TORTOSA                                         ,750000,2.0,PASAJE DE TORTOSA                                              
8140,CALLE                   ,DE    ,TOTANA                                          ,750200,16.0,CALLE DE TOTANA                                                
8141,CALLE                   ,DE LA ,TOTUMA                                          ,750300,16.0,CALLE DE LA TOTUMA                                             
8142,CALLE                   ,DE    ,TRACIA                                          ,750600,20.0,CALLE DE TRACIA                                                
8143,CALLE                   ,DE    ,TRAFALGAR                                       ,750700,7.0,CALLE DE TRAFALGAR                                             
8144,AVENIDA                 ,DE    ,TRAJANO                                         ,750900,9.0,AVENIDA DE TRAJANO                                             
8145,CALLE                   ,DE LA ,TRAMONTANA                                      ,750925,21.0,CALLE DE LA TRAMONTANA                                         
8146,CALLE                   ,DEL   ,ALCALDE JUAN DE MATA SEVILLANO                  ,750950,19.0,CALLE DEL ALCALDE JUAN DE MATA SEVILLANO                       
8147,CALLE                   ,DE    ,TRANSMONTE                                      ,751100,20.0,CALLE DE TRANSMONTE                                            
8148,CALLE                   ,      ,TRANSVERSAL                                     ,751200,5.0,CALLE TRANSVERSAL                                              
8149,CALLE                   ,DEL   ,TRANVIA                                         ,751500,9.0,CALLE DEL TRANVÍA                                              
8150,CALLE                   ,DE LA ,TRAVIESA                                        ,751600,1.0,CALLE DE LA TRAVIESA                                           
8151,CALLE                   ,DEL   ,TREBOL                                          ,751700,6.0,CALLE DEL TRÉBOL                                               
8152,CALLE                   ,DE    ,TREFACIO                                        ,751850,16.0,CALLE DE TREFACIO                                              
8153,CALLE                   ,DE LA ,TREFILERIA                                      ,751860,20.0,CALLE DE LA TREFILERÍA                                         
8154,CALLE                   ,DE    ,TREMP                                           ,753000,9.0,CALLE DE TREMP                                                 
8155,CALLE                   ,      ,TRES                                            ,753100,20.0,CALLE TRES                                                     
8156,CALLE                   ,DE LAS,TRES CRUCES                                     ,753300,1.0,CALLE DE LAS TRES CRUCES                                       
8157,CALLE                   ,DE LOS,TRES PECES                                      ,753600,1.0,CALLE DE LOS TRES PECES                                        
8158,CALLE                   ,DE    ,TRESPADERNE                                     ,753700,21.0,CALLE DE TRESPADERNE                                           
8159,CALLE                   ,DE    ,TREVELEZ                                        ,753800,12.0,CALLE DE TREVÉLEZ                                              
8160,CALLE                   ,DE    ,TREVIANA                                        ,753900,15.0,CALLE DE TREVIANA                                              
8161,CALLE                   ,DE    ,TREVIÑO                                         ,754000,7.0,CALLE DE TREVIÑO                                               
8162,CALLE                   ,DE    ,TRIANA                                          ,754100,5.0,CALLE DE TRIANA                                                
8163,TRAVESIA                ,DE    ,TRIANA                                          ,754300,10.0,TRAVESÍA DE TRIANA                                             
8164,CALLE                   ,DE    ,TRIBALDOS                                       ,754350,16.0,CALLE DE TRIBALDOS                                             
8165,CALLE                   ,DEL   ,TRIBULETE                                       ,754400,1.0,CALLE DEL TRIBULETE                                            
8166,TRAVESIA                ,DE    ,TRIFON PEDRERO                                  ,754600,11.0,TRAVESÍA DE TRIFÓN PEDRERO                                     
8167,COSTANILLA              ,DE LAS,TRINITARIAS                                     ,754900,1.0,COSTANILLA DE LAS TRINITARIAS                                  
8168,CALLE                   ,DEL   ,TRINQUETE                                       ,754901,16.0,CALLE DEL TRINQUETE                                            
8169,CALLE                   ,DE    ,TRIQUET                                         ,755000,3.0,CALLE DE TRIQUET                                               
8170,CALLE                   ,DEL   ,TRITON                                          ,755100,15.0,CALLE DEL TRITÓN                                               
8171,CALLE                   ,DEL   ,TRIUNFO                                         ,755200,10.0,CALLE DEL TRIUNFO                                              
8172,CALLE                   ,DEL   ,TROPICO                                         ,755400,21.0,CALLE DEL TRÓPICO                                              
8173,CALLE                   ,DE    ,TROYA                                           ,755500,20.0,CALLE DE TROYA                                                 
8174,CALLE                   ,DE    ,TRUEBA                                          ,755600,3.0,CALLE DE TRUEBA                                                
8175,AVENIDA                 ,DE    ,TRUEBA                                          ,755700,15.0,AVENIDA DE TRUEBA                                              
8176,CALLE                   ,DE    ,TRUEBA Y FERNANDEZ                              ,755800,5.0,CALLE DE TRUEBA Y FERNÁNDEZ                                    
8177,CALLE                   ,DE    ,LORENZO SAN NICOLAS                             ,755900,15.0,CALLE DE LORENZO SAN NICOLÁS                                   
8178,CALLE                   ,DE    ,TRUJILLOS                                       ,756000,1.0,CALLE DE TRUJILLOS                                             
8179,TRAVESIA                ,DE LOS,TRUJILLOS                                       ,756100,1.0,TRAVESÍA DE LOS TRUJILLOS                                      
8180,PLAZA                   ,DE    ,TUBILLA                                         ,756300,8.0,PLAZA DE TUBILLA                                               
8181,CALLE                   ,DEL   ,TUCAN                                           ,756400,11.0,CALLE DEL TUCÁN                                                
8182,CALLE                   ,DE    ,TUCURINCA                                       ,756600,16.0,CALLE DE TUCURINCA                                             
8183,CALLE                   ,DE    ,TUDELILLA                                       ,756800,6.0,CALLE DE TUDELILLA                                             
8184,CALLE                   ,DE LOS,TUDESCOS                                        ,756900,1.0,CALLE DE LOS TUDESCOS                                          
8185,CALLE                   ,DE    ,TULGA                                           ,757100,11.0,CALLE DE TULGA                                                 
8186,CALLE                   ,DEL   ,TULIPAN                                         ,757200,5.0,CALLE DEL TULIPÁN                                              
8187,CALLE                   ,DE    ,TUNAIMA                                         ,757350,16.0,CALLE DE TUNAIMA                                               
8188,CALLE                   ,DE    ,TUNJA                                           ,757360,16.0,CALLE DE TUNJA                                                 
8189,CALLE                   ,DEL   ,TURACO                                          ,757400,10.0,CALLE DEL TURACO                                               
8190,CALLE                   ,DE LA ,TURBA                                           ,757500,17.0,CALLE DE LA TURBA                                              
8191,CALLE                   ,DE    ,TURBACO                                         ,757600,16.0,CALLE DE TURBACO                                               
8192,CALLE                   ,DE    ,TUREGANO                                        ,757700,9.0,CALLE DE TURÉGANO                                              
8193,CALLE                   ,DEL   ,TURIA                                           ,757900,5.0,CALLE DEL TURIA                                                
8194,CALLE                   ,DE    ,TURISMUNDO                                      ,758000,10.0,CALLE DE TURISMUNDO                                            
8195,CALLE                   ,DE LA ,TURQUESA                                        ,758200,17.0,CALLE DE LA TURQUESA                                           
8196,CALLE                   ,DEL   ,TUTOR                                           ,758300,9.0,CALLE DEL TUTOR                                                
8197,PLAZA                   ,DE    ,TUY                                             ,758350,8.0,PLAZA DE TUY                                                   
8198,CALLE                   ,DE    ,UBEDA                                           ,758575,8.0,CALLE DE ÚBEDA                                                 
8199,CALLE                   ,DE    ,UCEDA                                           ,758600,13.0,CALLE DE UCEDA                                                 
8200,CALLE                   ,DE    ,ULISES                                          ,758800,15.0,CALLE DE ULISES                                                
8201,CALLE                   ,DE    ,ULPIANA BENITO                                  ,759000,6.0,CALLE DE ULPIANA BENITO                                        
8202,CALLE                   ,DE LA ,UMBRIA                                          ,759100,16.0,CALLE DE LA UMBRÍA                                             
8203,CALLE                   ,      ,UNDECIMA                                        ,759200,5.0,CALLE UNDÉCIMA                                                 
8204,CALLE                   ,      ,UNICA                                           ,759300,10.0,CALLE ÚNICA                                                    
8205,CALLE                   ,DE LA ,UNIDAD                                          ,759350,12.0,CALLE DE LA UNIDAD                                             
8206,CALLE                   ,DE    ,ALCION                                          ,759800,11.0,CALLE DE ALCIÓN                                                
8207,CALLE                   ,DE LA ,UNION                                           ,759900,1.0,CALLE DE LA UNIÓN                                              
8208,CALLE                   ,DE LA ,UNIVERSIDAD DE COMILLAS                         ,760150,8.0,CALLE DE LA UNIVERSIDAD DE COMILLAS                            
8209,CALLE                   ,DE LA ,LAVANDA                                         ,760190,16.0,CALLE DE LA LAVANDA                                            
8210,CALLE                   ,DEL   ,HINOJO                                          ,760191,9.0,CALLE DEL HINOJO                                               
8211,CALLE                   ,      ,UNO                                             ,760200,20.0,CALLE UNO                                                      
8212,CALLE                   ,DEL   ,URANIO                                          ,760350,17.0,CALLE DEL URANIO                                               
8213,CALLE                   ,DE    ,URANO                                           ,760400,21.0,CALLE DE URANO                                                 
8214,CALLE                   ,DE    ,URBANO MARTIN                                   ,760500,13.0,CALLE DE URBANO MARTÍN                                         
8215,CALLE                   ,DE    ,URGEL                                           ,760700,11.0,CALLE DE URGEL                                                 
8216,CALLE                   ,DE    ,URIA                                            ,760800,16.0,CALLE DE URÍA                                                  
8217,CALLE                   ,DEL   ,UROGALLO                                        ,760900,11.0,CALLE DEL UROGALLO                                             
8218,CALLE                   ,DE LA ,CERCETA                                         ,760901,9.0,CALLE DE LA CERCETA                                            
8219,CALLE                   ,DEL   ,UROLA                                           ,761000,5.0,CALLE DEL UROLA                                                
8220,CALLE                   ,DE    ,LOS URQUIZA                                     ,761100,15.0,CALLE DE LOS URQUIZA                                           
8221,CALLE                   ,DE    ,URUGUAY                                         ,761200,5.0,CALLE DE URUGUAY                                               
8222,CALLE                   ,DEL   ,URUMEA                                          ,761300,5.0,CALLE DEL URUMEA                                               
8223,CALLE                   ,DE    ,USIACURI                                        ,761400,16.0,CALLE DE USIACURI                                              
8224,CALLE                   ,DE    ,UTRILLAS                                        ,761450,16.0,CALLE DE UTRILLAS                                              
8225,CALLE                   ,DEL   ,VADO                                            ,761650,12.0,CALLE DEL VADO                                                 
8226,CALLE                   ,DEL   ,VADO DE SANTA CATALINA                          ,761900,2.0,CALLE DEL VADO DE SANTA CATALINA                               
8227,CALLE                   ,DEL   ,VADO DE SANTIAGO                                ,761950,17.0,CALLE DEL VADO DE SANTIAGO                                     
8228,AVENIDA                 ,DE LA ,ILUSTRACION                                     ,762005,8.0,AVENIDA DE LA ILUSTRACIÓN                                      
8229,CAMINO                  ,DEL   ,ARROYO DE VALDEBEBAS                            ,762400,16.0,CAMINO DEL ARROYO DE VALDEBEBAS                                
8230,CALLE                   ,DE    ,VALDEBERNARDO                                   ,762525,14.0,CALLE DE VALDEBERNARDO                                         
8231,CALLE                   ,DE    ,VALDECALERAS                                    ,762575,16.0,CALLE DE VALDECALERAS                                          
8232,CALLE                   ,DE    ,VALDECANILLAS                                   ,762600,20.0,CALLE DE VALDECANILLAS                                         
8233,CALLE                   ,DE    ,VALDEGOVIA                                      ,762775,8.0,CALLE DE VALDEGOVIA                                            
8234,CAMINO                  ,DE    ,VALDEHIGUERA                                    ,762925,16.0,CAMINO DE VALDEHIGUERA                                         
8235,CALLE                   ,DE    ,VALDELAGUNA                                     ,763000,2.0,CALLE DE VALDELAGUNA                                           
8236,CALLE                   ,DE    ,VALDELAMASA                                     ,763100,5.0,CALLE DE VALDELAMASA                                           
8237,CALLE                   ,DE    ,VALDELASIERRA                                   ,763200,2.0,CALLE DE VALDELASIERRA                                         
8238,PASAJE                  ,DE    ,VALDEMAQUEDA                                    ,763500,5.0,PASAJE DE VALDEMAQUEDA                                         
8239,AVENIDA                 ,DE    ,VALDEMARIN                                      ,763525,9.0,AVENIDA DE VALDEMARÍN                                          
8240,CALLE                   ,DE    ,VALDEMORILLO                                    ,763600,2.0,CALLE DE VALDEMORILLO                                          
8241,CAMINO                  ,DE    ,VALDEPAJARES                                    ,763675,21.0,CAMINO DE VALDEPAJARES                                         
8242,CALLE                   ,DE    ,VALDEPEÑAS                                      ,763700,9.0,CALLE DE VALDEPEÑAS                                            
8243,CALLE                   ,DE    ,VALDERADUEY                                     ,763800,9.0,CALLE DE VALDERADUEY                                           
8244,CALLE                   ,DE    ,VALDERREY                                       ,763850,9.0,CALLE DE VALDERREY                                             
8245,CALLE                   ,DE    ,VALDERRIBAS                                     ,763900,3.0,CALLE DE VALDERRIBAS                                           
8246,CAMINO                  ,DE    ,VALDERRIBAS                                     ,764000,13.0,CAMINO DE VALDERRIBAS                                          
8247,CALLE                   ,DE    ,VALDERROBRES                                    ,764500,20.0,CALLE DE VALDERROBRES                                          
8248,CALLE                   ,DE    ,VALDERRODRIGO                                   ,764550,9.0,CALLE DE VALDERRODRIGO                                         
8249,CALLE                   ,DE    ,VALDERROMAN                                     ,764575,9.0,CALLE DE VALDERROMÁN                                           
8250,CALLE                   ,DE    ,VALDESANGIL                                     ,764585,9.0,CALLE DE VALDESANGIL                                           
8251,CALLE                   ,DE    ,VALDESAZ                                        ,764600,18.0,CALLE DE VALDESAZ                                              
8252,CALLE                   ,DE    ,VALDEVARNES                                     ,764650,9.0,CALLE DE VALDEVARNES                                           
8253,CALLE                   ,DE    ,VALDETORRES DE JARAMA                           ,764725,16.0,CALLE DE VALDETORRES DE JARAMA                                 
8254,CALLE                   ,DE    ,VALDEVERDEJA                                    ,764775,9.0,CALLE DE VALDEVERDEJA                                          
8255,CALLE                   ,DE    ,VALDEYEROS                                      ,765000,8.0,CALLE DE VALDEYEROS                                            
8256,CALLE                   ,DE    ,VALDIVIESO                                      ,765400,9.0,CALLE DE VALDIVIESO                                            
8257,CALLE                   ,DE    ,VALDOVIN                                        ,765500,5.0,CALLE DE VALDOVÍN                                              
8258,CALLE                   ,DE    ,VALENCIA                                        ,765600,1.0,CALLE DE VALENCIA                                              
8259,RONDA                   ,DE    ,VALENCIA                                        ,765800,1.0,RONDA DE VALENCIA                                              
8260,CALLE                   ,DE    ,VALENCIA DE DON JUAN                            ,765850,5.0,CALLE DE VALENCIA DE DON JUAN                                  
8261,CALLE                   ,DE    ,VALENTIN AGUIRRE                                ,765900,15.0,CALLE DE VALENTÍN AGUIRRE                                      
8262,CALLE                   ,DE    ,VALENTIN BEATO                                  ,766000,20.0,CALLE DE VALENTÍN BEATO                                        
8263,CALLE                   ,DE    ,VALENTIN LLAGUNO                                ,766100,11.0,CALLE DE VALENTÍN LLAGUNO                                      
8264,CALLE                   ,DE    ,VALENTIN SAN NARCISO                            ,766200,13.0,CALLE DE VALENTÍN SAN NARCISO                                  
8265,CALLE                   ,DE    ,VALENTIN SERRANO                                ,766300,8.0,CALLE DE VALENTÍN SERRANO                                      
8266,CALLE                   ,DE    ,VALENTINA MORALES                               ,766500,16.0,CALLE DE VALENTINA MORALES                                     
8267,CALLE                   ,DE    ,VALENZUELA                                      ,766700,3.0,CALLE DE VALENZUELA                                            
8268,CALLE                   ,DE    ,VALERIA                                         ,766800,3.0,CALLE DE VALERIA                                               
8269,CALLE                   ,DE    ,VALGAME DIOS                                    ,767100,1.0,CALLE DE VÁLGAME DIOS                                          
8270,AVENIDA                 ,DE    ,VALLADOLID                                      ,767200,1.0,AVENIDA DE VALLADOLID                                          
8271,CALLE                   ,DE    ,VALLANDES                                       ,767300,12.0,CALLE DE VALLANDES                                             
8272,AVENIDA                 ,DEL   ,VALLE                                           ,767501,7.0,AVENIDA DEL VALLE                                              
8273,CALLE                   ,DEL   ,VALLE DE ARAN                                   ,767600,9.0,CALLE DEL VALLE DE ARÁN                                        
8274,CALLE                   ,DE    ,VALLE INCLAN                                    ,767700,10.0,CALLE DE VALLE INCLÁN                                          
8275,CALLE                   ,DEL   ,VALLE DE LACIANA                                ,767800,8.0,CALLE DEL VALLE DE LACIANA                                     
8276,CALLE                   ,DE    ,VALLE DE ORO                                    ,767900,11.0,CALLE DE VALLE DE ORO                                          
8277,GLORIETA                ,DE    ,VALLE DE ORO                                    ,768000,11.0,GLORIETA DE VALLE DE ORO                                       
8278,PASAJE                  ,DE    ,VALLE DE ORO                                    ,768100,11.0,PASAJE DE VALLE DE ORO                                         
8279,PLAZA                   ,DE    ,VALLE DE ORO                                    ,768200,11.0,PLAZA DE VALLE DE ORO                                          
8280,CALLE                   ,DEL   ,VALLE DE TORANZO                                ,768250,9.0,CALLE DEL VALLE DE TORANZO                                     
8281,CALLE                   ,DE    ,VALLE GUERRA                                    ,768700,15.0,CALLE DE VALLE GUERRA                                          
8282,CALLE                   ,DE    ,VALLEHERMOSO                                    ,768800,7.0,CALLE DE VALLEHERMOSO                                          
8283,GALERIA                 ,      ,VALLEHERMOSO                                    ,768900,7.0,GALERÍA VALLEHERMOSO                                           
8284,CALLE                   ,DE    ,VALLICIERGO                                     ,769000,1.0,CALLE DE VALLICIERGO                                           
8285,CALLE                   ,DE    ,VALLS FERRERA                                   ,769100,9.0,CALLE DE VALLS FERRERA                                         
8286,CALLE                   ,DE    ,VALMAYOR                                        ,769200,11.0,CALLE DE VALMAYOR                                              
8287,CALLE                   ,DE    ,VALMOJADO                                       ,769300,10.0,CALLE DE VALMOJADO                                             
8288,CALLE                   ,DE    ,VALORES                                         ,769400,3.0,CALLE DE VALORES                                               
8289,PLAZA                   ,DE    ,VALPARAISO                                      ,769450,5.0,PLAZA DE VALPARAÍSO                                            
8290,PLAZA                   ,DE    ,VALSAIN                                         ,769500,15.0,PLAZA DE VALSAÍN                                               
8291,PLAZA                   ,DE    ,VALVANERA                                       ,769600,15.0,PLAZA DE VALVANERA                                             
8292,CALLE                   ,DE    ,VALVERDE                                        ,769700,1.0,CALLE DE VALVERDE                                              
8293,CAMINO                  ,DE    ,VALVERDE                                        ,769800,8.0,CAMINO DE VALVERDE                                             
8294,PASAJE                  ,DE    ,VALVERDE DE ALCALA                              ,769900,5.0,PASAJE DE VALVERDE DE ALCALÁ                                   
8295,CALLE                   ,DE    ,VANDERGOTEN                                     ,770100,3.0,CALLE DE VANDERGOTEN                                           
8296,CALLE                   ,DE LAS,VAQUERIAS                                       ,770200,3.0,CALLE DE LAS VAQUERÍAS                                         
8297,CALLE                   ,DE    ,VARA DE REY                                     ,770300,2.0,CALLE DE VARA DE REY                                           
8298,CALLE                   ,DE    ,VARGAS                                          ,770500,7.0,CALLE DE VARGAS                                                
8299,AVENIDA                 ,DE LAS,VASCONGADAS                                     ,770700,9.0,AVENIDA DE LAS VASCONGADAS                                     
8300,CALLE                   ,DE LOS,VASCOS                                          ,770800,9.0,CALLE DE LOS VASCOS                                            
8301,CALLE                   ,DE    ,VAZQUEZ DE MELLA                                ,770900,15.0,CALLE DE VÁZQUEZ DE MELLA                                      
8302,PLAZA                   ,DE    ,PEDRO ZEROLO                                    ,771000,1.0,PLAZA DE PEDRO ZEROLO                                          
8303,TRAVESIA                ,DE    ,VAZQUEZ DE MELLA                                ,771100,15.0,TRAVESÍA DE VÁZQUEZ DE MELLA                                   
8304,CALLE                   ,DE    ,VEDIA                                           ,771200,4.0,CALLE DE VEDIA                                                 
8305,CALLE                   ,DE    ,VEDRA                                           ,771300,13.0,CALLE DE VEDRA                                                 
8306,CUESTA                  ,DE LA ,VEGA                                            ,771500,1.0,CUESTA DE LA VEGA                                              
8307,CALLE                   ,DE    ,VEGA DE PAS                                     ,771600,13.0,CALLE DE VEGA DE PAS                                           
8308,CALLE                   ,DE    ,VEGAFRIA                                        ,771675,8.0,CALLE DE VEGAFRÍA                                              
8309,CALLE                   ,DE LOS,VEGETALES                                       ,771700,20.0,CALLE DE LOS VEGETALES                                         
8310,AVENIDA                 ,DEL   ,VEINTICINCO DE SEPTIEMBRE                       ,772100,20.0,AVENIDA DEL VEINTICINCO DE SEPTIEMBRE                          
8311,PLAZA                   ,DEL   ,BAILE                                           ,772400,8.0,PLAZA DEL BAILE                                                
8312,CALLE                   ,DE    ,VELARDE                                         ,772700,1.0,CALLE DE VELARDE                                               
8313,CALLE                   ,DE    ,VELAYOS                                         ,772900,9.0,CALLE DE VELAYOS                                               
8314,CALLE                   ,DE    ,VELAZQUEZ                                       ,773000,4.0,CALLE DE VELÁZQUEZ                                             
8315,CALLE                   ,DE    ,VELEZ BLANCO                                    ,773200,16.0,CALLE DE VÉLEZ BLANCO                                          
8316,CALLE                   ,DE    ,VELEZ MALAGA                                    ,773250,13.0,CALLE DE VÉLEZ MÁLAGA                                          
8317,CALLE                   ,DE    ,VELEZ RUBIO                                     ,773300,16.0,CALLE DE VÉLEZ RUBIO                                           
8318,CALLE                   ,DE    ,VELILLA                                         ,773400,19.0,CALLE DE VELILLA                                               
8319,CALLE                   ,DE    ,VENANCIO MARTIN                                 ,773600,13.0,CALLE DE VENANCIO MARTÍN                                       
8320,CALLE                   ,DEL   ,VENCEJO                                         ,773700,11.0,CALLE DEL VENCEJO                                              
8321,PLAZA                   ,DEL   ,VENDIMIADOR                                     ,773760,11.0,PLAZA DEL VENDIMIADOR                                          
8322,PLAZA                   ,DE    ,VENECIA                                         ,773900,4.0,PLAZA DE VENECIA                                               
8323,CALLE                   ,DE LAS,VENERAS                                         ,774000,1.0,CALLE DE LAS VENERAS                                           
8324,CALLE                   ,DE LA ,VENTA DE LA HIGUERA                             ,774300,13.0,CALLE DE LA VENTA DE LA HIGUERA                                
8325,CAMINO                  ,DE LA ,VENTA DEL PAJARO                                ,774400,13.0,CAMINO DE LA VENTA DEL PÁJARO                                  
8326,CALLE                   ,DE LA ,VENTA VIEJA                                     ,774500,9.0,CALLE DE LA VENTA VIEJA                                        
8327,CALLE                   ,DEL   ,VENTORRILLO                                     ,774800,1.0,CALLE DEL VENTORRILLO                                          
8328,CALLE                   ,DE LA ,VENTOSA                                         ,775100,1.0,CALLE DE LA VENTOSA                                            
8329,CALLE                   ,DE    ,VENTURA RODRIGUEZ                               ,775200,9.0,CALLE DE VENTURA RODRÍGUEZ                                     
8330,CALLE                   ,DE    ,VENTURA DE LA VEGA                              ,775400,1.0,CALLE DE VENTURA DE LA VEGA                                    
8331,CALLE                   ,DE    ,VENUS                                           ,775500,21.0,CALLE DE VENUS                                                 
8332,CALLE                   ,DEL   ,AJENJO                                          ,775601,9.0,CALLE DEL AJENJO                                               
8333,CALLE                   ,DE LA ,VERDAD                                          ,775700,11.0,CALLE DE LA VERDAD                                             
8334,CALLE                   ,DE    ,VERDAGUER Y GARCIA                              ,775800,15.0,CALLE DE VERDAGUER Y GARCÍA                                    
8335,CALLE                   ,DE LA ,VEREDA DEL CARMEN                               ,776200,15.0,CALLE DE LA VEREDA DEL CARMEN                                  
8336,CALLE                   ,DE    ,VERGARA                                         ,776900,1.0,CALLE DE VERGARA                                               
8337,PLAZA                   ,DE    ,VERIN                                           ,776950,8.0,PLAZA DE VERÍN                                                 
8338,CALLE                   ,DE LA ,VERJA                                           ,777000,12.0,CALLE DE LA VERJA                                              
8339,TRAVESIA                ,DE LA ,VERJA                                           ,777100,12.0,TRAVESÍA DE LA VERJA                                           
8340,CALLE                   ,DE LA ,VERONICA                                        ,777200,1.0,CALLE DE LA VERÓNICA                                           
8341,CAMINO                  ,DEL   ,VERTEDERO DE LA CHINA                           ,777300,18.0,CAMINO DEL VERTEDERO DE LA CHINA                               
8342,CALLE                   ,DE LA ,VERTIENTE                                       ,777400,15.0,CALLE DE LA VERTIENTE                                          
8343,CALLE                   ,DEL   ,VESUBIO                                         ,777500,13.0,CALLE DEL VESUBIO                                              
8344,CALLE                   ,DE LA ,VEZA                                            ,777600,6.0,CALLE DE LA VEZA                                               
8345,CALLE                   ,DE LA ,VIA                                             ,777800,11.0,CALLE DE LA VÍA                                                
8346,CALLE                   ,      ,VIA CARPETANA                                   ,777860,10.0,CALLE VÍA CARPETANA                                            
8347,CALLE                   ,DE LA ,VIA LIMITE                                      ,778000,6.0,CALLE DE LA VÍA LÍMITE                                         
8348,CALLE                   ,      ,VIA LUSITANA                                    ,778100,11.0,CALLE VÍA LUSITANA                                             
8349,CALLE                   ,      ,VIA DE LOS POBLADOS                             ,778300,16.0,CALLE VÍA DE LOS POBLADOS                                      
8350,CALLE                   ,DE    ,VIANA                                           ,778400,11.0,CALLE DE VIANA                                                 
8351,PLAZA                   ,DE LA ,VICALVARADA                                     ,778450,19.0,PLAZA DE LA VICÁLVARADA                                        
8352,CALLE                   ,DE    ,VIAR                                            ,778500,9.0,CALLE DE VIAR                                                  
8353,CALLEJON                ,DE    ,VICALVARO                                       ,778750,21.0,CALLEJÓN DE VICÁLVARO                                          
8354,CALLE                   ,DE    ,VICALVARO                                       ,778775,4.0,CALLE DE VICÁLVARO                                             
